,date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
557,2016-07-11,71,3.0,,0.03,2.13
558,2016-07-12,70,3.0,,0.03,2.1
559,2016-07-13,63,3.0,,0.03,1.89
560,2016-07-14,62,3.0,,0.03,1.8599999999999999
561,2016-07-15,63,3.0,,0.03,1.89
562,2016-07-16,59,3.0,,0.03,1.77
563,2016-07-17,59,3.0,,0.03,1.77
564,2016-07-18,61,3.0,,0.03,1.8299999999999998
565,2016-07-19,59,3.0,,0.03,1.77
566,2016-07-20,59,3.0,,0.03,1.77
567,2016-07-21,63,3.0,,0.03,1.89
568,2016-07-22,53,3.0,,0.03,1.5899999999999999
569,2016-07-23,52,3.0,,0.03,1.56
570,2016-07-24,57,3.0,,0.03,1.71
571,2016-07-25,52,3.0,,0.03,1.56
572,2016-07-26,60,3.0,,0.03,1.7999999999999998
573,2016-07-27,64,3.0,,0.03,1.92
574,2016-07-28,58,3.0,,0.03,1.74
575,2016-07-29,50,3.0,,0.03,1.5
576,2016-07-30,57,3.0,,0.03,1.71
577,2016-07-31,59,3.0,,0.03,1.77
578,2016-08-01,46,3.0,False,0.03,1.38
579,2016-08-02,58,3.0,,0.03,1.74
580,2016-08-03,100,3.0,,0.03,3.0
581,2016-08-04,65,3.0,,0.03,1.95
582,2016-08-05,48,3.0,,0.03,1.44
583,2016-08-06,46,3.0,,0.03,1.38
584,2016-08-07,50,3.0,,0.03,1.5
585,2016-08-08,49,3.0,,0.03,1.47
586,2016-08-09,48,3.0,,0.03,1.44
587,2016-08-10,42,3.0,,0.03,1.26
588,2016-08-11,38,3.0,,0.03,1.14
589,2016-08-12,39,3.0,,0.03,1.17
590,2016-08-13,40,3.0,,0.03,1.2
591,2016-08-14,39,3.0,,0.03,1.17
592,2016-08-15,39,3.0,,0.03,1.17
593,2016-08-16,41,3.0,,0.03,1.23
594,2016-08-17,41,3.0,,0.03,1.23
595,2016-08-18,40,3.0,,0.03,1.2
596,2016-08-19,41,3.0,,0.03,1.23
597,2016-08-20,37,3.0,,0.03,1.1099999999999999
598,2016-08-21,39,3.0,,0.03,1.17
599,2016-08-22,39,3.0,,0.03,1.17
600,2016-08-23,44,3.0,,0.03,1.3199999999999998
601,2016-08-24,43,3.0,,0.03,1.29
602,2016-08-25,43,3.0,,0.03,1.29
603,2016-08-26,42,3.0,,0.03,1.26
604,2016-08-27,38,3.0,,0.03,1.14
605,2016-08-28,37,3.0,,0.03,1.1099999999999999
606,2016-08-29,41,3.0,,0.03,1.23
607,2016-08-30,40,3.0,,0.03,1.2
608,2016-08-31,42,3.0,,0.03,1.26
609,2016-09-01,91,3.0,False,0.03,2.73
610,2016-09-02,81,3.0,,0.03,2.4299999999999997
611,2016-09-03,84,3.0,,0.03,2.52
612,2016-09-04,96,3.0,,0.03,2.88
613,2016-09-05,95,3.0,,0.03,2.85
614,2016-09-06,92,3.0,,0.03,2.76
615,2016-09-07,93,3.0,,0.03,2.79
616,2016-09-08,98,3.0,,0.03,2.94
617,2016-09-09,94,3.0,,0.03,2.82
618,2016-09-10,88,3.0,,0.03,2.6399999999999997
619,2016-09-11,86,3.0,,0.03,2.58
620,2016-09-12,100,3.0,,0.03,3.0
621,2016-09-13,96,3.0,,0.03,2.88
622,2016-09-14,91,3.0,,0.03,2.73
623,2016-09-15,98,3.0,,0.03,2.94
624,2016-09-16,91,3.0,,0.03,2.73
625,2016-09-17,84,3.0,,0.03,2.52
626,2016-09-18,78,3.0,,0.03,2.34
627,2016-09-19,87,3.0,,0.03,2.61
628,2016-09-20,88,3.0,,0.03,2.6399999999999997
629,2016-09-21,97,3.0,,0.03,2.9099999999999997
630,2016-09-22,97,3.0,,0.03,2.9099999999999997
631,2016-09-23,88,3.0,,0.03,2.6399999999999997
632,2016-09-24,92,3.0,,0.03,2.76
633,2016-09-25,81,3.0,,0.03,2.4299999999999997
634,2016-09-26,87,3.0,,0.03,2.61
635,2016-09-27,87,3.0,,0.03,2.61
636,2016-09-28,83,3.0,,0.03,2.4899999999999998
637,2016-09-29,86,3.0,,0.03,2.58
638,2016-09-30,83,3.0,,0.03,2.4899999999999998
639,2016-10-01,63,3.0,False,0.03,1.89
640,2016-10-02,61,3.0,,0.03,1.8299999999999998
641,2016-10-03,67,3.0,,0.03,2.01
642,2016-10-04,67,3.0,,0.03,2.01
643,2016-10-05,66,3.0,,0.03,1.98
644,2016-10-06,68,3.0,,0.03,2.04
645,2016-10-07,72,3.0,,0.03,2.16
646,2016-10-08,64,3.0,,0.03,1.92
647,2016-10-09,64,3.0,,0.03,1.92
648,2016-10-10,67,3.0,,0.03,2.01
649,2016-10-11,79,3.0,,0.03,2.37
650,2016-10-12,76,3.0,,0.03,2.28
651,2016-10-13,72,3.0,,0.03,2.16
652,2016-10-14,74,3.0,,0.03,2.2199999999999998
653,2016-10-15,66,3.0,,0.03,1.98
654,2016-10-16,75,3.0,,0.03,2.25
655,2016-10-17,72,3.0,,0.03,2.16
656,2016-10-18,69,3.0,,0.03,2.07
657,2016-10-19,72,3.0,,0.03,2.16
658,2016-10-20,66,3.0,,0.03,1.98
659,2016-10-21,66,3.0,,0.03,1.98
660,2016-10-22,69,3.0,,0.03,2.07
661,2016-10-23,72,3.0,,0.03,2.16
662,2016-10-24,73,3.0,,0.03,2.19
663,2016-10-25,71,3.0,,0.03,2.13
664,2016-10-26,75,3.0,,0.03,2.25
665,2016-10-27,80,3.0,,0.03,2.4
666,2016-10-28,87,3.0,,0.03,2.61
667,2016-10-29,100,3.0,,0.03,3.0
668,2016-10-30,87,3.0,,0.03,2.61
669,2016-10-31,84,3.0,,0.03,2.52
670,2016-11-01,79,4.0,False,0.04,3.16
671,2016-11-02,73,4.0,,0.04,2.92
672,2016-11-03,76,4.0,,0.04,3.04
673,2016-11-04,73,4.0,,0.04,2.92
674,2016-11-05,73,4.0,,0.04,2.92
675,2016-11-06,69,4.0,,0.04,2.7600000000000002
676,2016-11-07,66,4.0,,0.04,2.64
677,2016-11-08,69,4.0,,0.04,2.7600000000000002
678,2016-11-09,100,4.0,,0.04,4.0
679,2016-11-10,69,4.0,,0.04,2.7600000000000002
680,2016-11-11,69,4.0,,0.04,2.7600000000000002
681,2016-11-12,68,4.0,,0.04,2.72
682,2016-11-13,68,4.0,,0.04,2.72
683,2016-11-14,69,4.0,,0.04,2.7600000000000002
684,2016-11-15,72,4.0,,0.04,2.88
685,2016-11-16,76,4.0,,0.04,3.04
686,2016-11-17,78,4.0,,0.04,3.12
687,2016-11-18,80,4.0,,0.04,3.2
688,2016-11-19,74,4.0,,0.04,2.96
689,2016-11-20,71,4.0,,0.04,2.84
690,2016-11-21,71,4.0,,0.04,2.84
691,2016-11-22,74,4.0,,0.04,2.96
692,2016-11-23,79,4.0,,0.04,3.16
693,2016-11-24,78,4.0,,0.04,3.12
694,2016-11-25,71,4.0,,0.04,2.84
695,2016-11-26,66,4.0,,0.04,2.64
696,2016-11-27,70,4.0,,0.04,2.8000000000000003
697,2016-11-28,74,4.0,,0.04,2.96
698,2016-11-29,77,4.0,,0.04,3.08
699,2016-11-30,69,4.0,,0.04,2.7600000000000002
700,2016-12-01,61,5.0,False,0.05,3.0500000000000003
701,2016-12-02,64,5.0,,0.05,3.2
702,2016-12-03,56,5.0,,0.05,2.8000000000000003
703,2016-12-04,53,5.0,,0.05,2.6500000000000004
704,2016-12-05,62,5.0,,0.05,3.1
705,2016-12-06,56,5.0,,0.05,2.8000000000000003
706,2016-12-07,59,5.0,,0.05,2.95
707,2016-12-08,62,5.0,,0.05,3.1
708,2016-12-09,59,5.0,,0.05,2.95
709,2016-12-10,54,5.0,,0.05,2.7
710,2016-12-11,54,5.0,,0.05,2.7
711,2016-12-12,57,5.0,,0.05,2.85
712,2016-12-13,61,5.0,,0.05,3.0500000000000003
713,2016-12-14,59,5.0,,0.05,2.95
714,2016-12-15,55,5.0,,0.05,2.75
715,2016-12-16,56,5.0,,0.05,2.8000000000000003
716,2016-12-17,55,5.0,,0.05,2.75
717,2016-12-18,52,5.0,,0.05,2.6
718,2016-12-19,60,5.0,,0.05,3.0
719,2016-12-20,62,5.0,,0.05,3.1
720,2016-12-21,74,5.0,,0.05,3.7
721,2016-12-22,88,5.0,,0.05,4.4
722,2016-12-23,100,5.0,,0.05,5.0
723,2016-12-24,81,5.0,,0.05,4.05
724,2016-12-25,79,5.0,,0.05,3.95
725,2016-12-26,79,5.0,,0.05,3.95
726,2016-12-27,85,5.0,,0.05,4.25
727,2016-12-28,100,5.0,,0.05,5.0
728,2016-12-29,99,5.0,,0.05,4.95
729,2016-12-30,86,5.0,,0.05,4.3
730,2016-12-31,69,5.0,,0.05,3.45
731,2017-01-01,47,7.0,False,0.07,3.2900000000000005
732,2017-01-02,74,7.0,,0.07,5.180000000000001
733,2017-01-03,67,7.0,,0.07,4.69
734,2017-01-04,83,7.0,,0.07,5.8100000000000005
735,2017-01-05,100,7.0,,0.07,7.000000000000001
736,2017-01-06,87,7.0,,0.07,6.090000000000001
737,2017-01-07,70,7.0,,0.07,4.9
738,2017-01-08,67,7.0,,0.07,4.69
739,2017-01-09,64,7.0,,0.07,4.48
740,2017-01-10,59,7.0,,0.07,4.130000000000001
741,2017-01-11,65,7.0,,0.07,4.550000000000001
742,2017-01-12,78,7.0,,0.07,5.460000000000001
743,2017-01-13,55,7.0,,0.07,3.8500000000000005
744,2017-01-14,53,7.0,,0.07,3.7100000000000004
745,2017-01-15,50,7.0,,0.07,3.5000000000000004
746,2017-01-16,47,7.0,,0.07,3.2900000000000005
747,2017-01-17,51,7.0,,0.07,3.5700000000000003
748,2017-01-18,50,7.0,,0.07,3.5000000000000004
749,2017-01-19,49,7.0,,0.07,3.43
750,2017-01-20,45,7.0,,0.07,3.1500000000000004
751,2017-01-21,45,7.0,,0.07,3.1500000000000004
752,2017-01-22,42,7.0,,0.07,2.9400000000000004
753,2017-01-23,46,7.0,,0.07,3.22
754,2017-01-24,47,7.0,,0.07,3.2900000000000005
755,2017-01-25,43,7.0,,0.07,3.0100000000000002
756,2017-01-26,42,7.0,,0.07,2.9400000000000004
757,2017-01-27,42,7.0,,0.07,2.9400000000000004
758,2017-01-28,41,7.0,,0.07,2.87
759,2017-01-29,40,7.0,,0.07,2.8000000000000003
760,2017-01-30,44,7.0,,0.07,3.08
761,2017-01-31,45,7.0,,0.07,3.1500000000000004
762,2017-02-01,69,6.0,False,0.06,4.14
763,2017-02-02,72,6.0,,0.06,4.32
764,2017-02-03,73,6.0,,0.06,4.38
765,2017-02-04,68,6.0,,0.06,4.08
766,2017-02-05,67,6.0,,0.06,4.02
767,2017-02-06,69,6.0,,0.06,4.14
768,2017-02-07,68,6.0,,0.06,4.08
769,2017-02-08,73,6.0,,0.06,4.38
770,2017-02-09,76,6.0,,0.06,4.56
771,2017-02-10,72,6.0,,0.06,4.32
772,2017-02-11,68,6.0,,0.06,4.08
773,2017-02-12,63,6.0,,0.06,3.78
774,2017-02-13,64,6.0,,0.06,3.84
775,2017-02-14,64,6.0,,0.06,3.84
776,2017-02-15,65,6.0,,0.06,3.9
777,2017-02-16,69,6.0,,0.06,4.14
778,2017-02-17,67,6.0,,0.06,4.02
779,2017-02-18,66,6.0,,0.06,3.96
780,2017-02-19,56,6.0,,0.06,3.36
781,2017-02-20,66,6.0,,0.06,3.96
782,2017-02-21,78,6.0,,0.06,4.68
783,2017-02-22,75,6.0,,0.06,4.5
784,2017-02-23,86,6.0,,0.06,5.16
785,2017-02-24,100,6.0,,0.06,6.0
786,2017-02-25,80,6.0,,0.06,4.8
787,2017-02-26,73,6.0,,0.06,4.38
788,2017-02-27,72,6.0,,0.06,4.32
789,2017-02-28,78,6.0,,0.06,4.68
790,2017-03-01,63,7.0,False,0.07,4.41
791,2017-03-02,78,7.0,,0.07,5.460000000000001
792,2017-03-03,96,7.0,,0.07,6.720000000000001
793,2017-03-04,84,7.0,,0.07,5.880000000000001
794,2017-03-05,71,7.0,,0.07,4.970000000000001
795,2017-03-06,75,7.0,,0.07,5.250000000000001
796,2017-03-07,82,7.0,,0.07,5.74
797,2017-03-08,81,7.0,,0.07,5.670000000000001
798,2017-03-09,74,7.0,,0.07,5.180000000000001
799,2017-03-10,100,7.0,,0.07,7.000000000000001
800,2017-03-11,89,7.0,,0.07,6.23
801,2017-03-12,70,7.0,,0.07,4.9
802,2017-03-13,69,7.0,,0.07,4.83
803,2017-03-14,68,7.0,,0.07,4.760000000000001
804,2017-03-15,67,7.0,,0.07,4.69
805,2017-03-16,66,7.0,,0.07,4.62
806,2017-03-17,70,7.0,,0.07,4.9
807,2017-03-18,90,7.0,,0.07,6.300000000000001
808,2017-03-19,76,7.0,,0.07,5.32
809,2017-03-20,69,7.0,,0.07,4.83
810,2017-03-21,69,7.0,,0.07,4.83
811,2017-03-22,70,7.0,,0.07,4.9
812,2017-03-23,65,7.0,,0.07,4.550000000000001
813,2017-03-24,69,7.0,,0.07,4.83
814,2017-03-25,71,7.0,,0.07,4.970000000000001
815,2017-03-26,67,7.0,,0.07,4.69
816,2017-03-27,65,7.0,,0.07,4.550000000000001
817,2017-03-28,62,7.0,,0.07,4.340000000000001
818,2017-03-29,63,7.0,,0.07,4.41
819,2017-03-30,58,7.0,,0.07,4.0600000000000005
820,2017-03-31,59,7.0,,0.07,4.130000000000001
821,2017-04-01,85,6.0,False,0.06,5.1
822,2017-04-02,83,6.0,,0.06,4.9799999999999995
823,2017-04-03,88,6.0,,0.06,5.279999999999999
824,2017-04-04,88,6.0,,0.06,5.279999999999999
825,2017-04-05,81,6.0,,0.06,4.859999999999999
826,2017-04-06,86,6.0,,0.06,5.16
827,2017-04-07,85,6.0,,0.06,5.1
828,2017-04-08,85,6.0,,0.06,5.1
829,2017-04-09,79,6.0,,0.06,4.74
830,2017-04-10,82,6.0,,0.06,4.92
831,2017-04-11,90,6.0,,0.06,5.3999999999999995
832,2017-04-12,84,6.0,,0.06,5.04
833,2017-04-13,87,6.0,,0.06,5.22
834,2017-04-14,79,6.0,,0.06,4.74
835,2017-04-15,78,6.0,,0.06,4.68
836,2017-04-16,77,6.0,,0.06,4.62
837,2017-04-17,81,6.0,,0.06,4.859999999999999
838,2017-04-18,93,6.0,,0.06,5.58
839,2017-04-19,84,6.0,,0.06,5.04
840,2017-04-20,83,6.0,,0.06,4.9799999999999995
841,2017-04-21,85,6.0,,0.06,5.1
842,2017-04-22,83,6.0,,0.06,4.9799999999999995
843,2017-04-23,72,6.0,,0.06,4.32
844,2017-04-24,81,6.0,,0.06,4.859999999999999
845,2017-04-25,93,6.0,,0.06,5.58
846,2017-04-26,96,6.0,,0.06,5.76
847,2017-04-27,100,6.0,,0.06,6.0
848,2017-04-28,98,6.0,,0.06,5.88
849,2017-04-29,90,6.0,,0.06,5.3999999999999995
850,2017-04-30,92,6.0,,0.06,5.52
851,2017-05-01,21,15.0,False,0.15,3.15
852,2017-05-02,24,15.0,,0.15,3.5999999999999996
853,2017-05-03,26,15.0,,0.15,3.9
854,2017-05-04,30,15.0,,0.15,4.5
855,2017-05-05,28,15.0,,0.15,4.2
856,2017-05-06,30,15.0,,0.15,4.5
857,2017-05-07,24,15.0,,0.15,3.5999999999999996
858,2017-05-08,27,15.0,,0.15,4.05
859,2017-05-09,35,15.0,,0.15,5.25
860,2017-05-10,30,15.0,,0.15,4.5
861,2017-05-11,33,15.0,,0.15,4.95
862,2017-05-12,39,15.0,,0.15,5.85
863,2017-05-13,39,15.0,,0.15,5.85
864,2017-05-14,35,15.0,,0.15,5.25
865,2017-05-15,50,15.0,,0.15,7.5
866,2017-05-16,43,15.0,,0.15,6.45
867,2017-05-17,36,15.0,,0.15,5.3999999999999995
868,2017-05-18,34,15.0,,0.15,5.1
869,2017-05-19,38,15.0,,0.15,5.7
870,2017-05-20,35,15.0,,0.15,5.25
871,2017-05-21,36,15.0,,0.15,5.3999999999999995
872,2017-05-22,65,15.0,,0.15,9.75
873,2017-05-23,66,15.0,,0.15,9.9
874,2017-05-24,72,15.0,,0.15,10.799999999999999
875,2017-05-25,100,15.0,,0.15,15.0
876,2017-05-26,77,15.0,,0.15,11.549999999999999
877,2017-05-27,64,15.0,,0.15,9.6
878,2017-05-28,45,15.0,,0.15,6.75
879,2017-05-29,46,15.0,,0.15,6.8999999999999995
880,2017-05-30,45,15.0,,0.15,6.75
881,2017-05-31,45,15.0,,0.15,6.75
882,2017-06-01,74,14.0,False,0.14,10.360000000000001
883,2017-06-02,63,14.0,,0.14,8.82
884,2017-06-03,62,14.0,,0.14,8.680000000000001
885,2017-06-04,58,14.0,,0.14,8.120000000000001
886,2017-06-05,63,14.0,,0.14,8.82
887,2017-06-06,96,14.0,,0.14,13.440000000000001
888,2017-06-07,85,14.0,,0.14,11.9
889,2017-06-08,65,14.0,,0.14,9.100000000000001
890,2017-06-09,71,14.0,,0.14,9.940000000000001
891,2017-06-10,64,14.0,,0.14,8.96
892,2017-06-11,68,14.0,,0.14,9.520000000000001
893,2017-06-12,96,14.0,,0.14,13.440000000000001
894,2017-06-13,82,14.0,,0.14,11.48
895,2017-06-14,74,14.0,,0.14,10.360000000000001
896,2017-06-15,100,14.0,,0.14,14.000000000000002
897,2017-06-16,70,14.0,,0.14,9.8
898,2017-06-17,68,14.0,,0.14,9.520000000000001
899,2017-06-18,60,14.0,,0.14,8.4
900,2017-06-19,59,14.0,,0.14,8.260000000000002
901,2017-06-20,64,14.0,,0.14,8.96
902,2017-06-21,68,14.0,,0.14,9.520000000000001
903,2017-06-22,62,14.0,,0.14,8.680000000000001
904,2017-06-23,65,14.0,,0.14,9.100000000000001
905,2017-06-24,58,14.0,,0.14,8.120000000000001
906,2017-06-25,54,14.0,,0.14,7.5600000000000005
907,2017-06-26,72,14.0,,0.14,10.080000000000002
908,2017-06-27,81,14.0,,0.14,11.340000000000002
909,2017-06-28,81,14.0,,0.14,11.340000000000002
910,2017-06-29,64,14.0,,0.14,8.96
911,2017-06-30,56,14.0,,0.14,7.840000000000001
912,2017-07-01,67,13.0,False,0.13,8.71
913,2017-07-02,69,13.0,,0.13,8.97
914,2017-07-03,67,13.0,,0.13,8.71
915,2017-07-04,69,13.0,,0.13,8.97
916,2017-07-05,73,13.0,,0.13,9.49
917,2017-07-06,65,13.0,,0.13,8.450000000000001
918,2017-07-07,65,13.0,,0.13,8.450000000000001
919,2017-07-08,67,13.0,,0.13,8.71
920,2017-07-09,63,13.0,,0.13,8.19
921,2017-07-10,71,13.0,,0.13,9.23
922,2017-07-11,79,13.0,,0.13,10.27
923,2017-07-12,74,13.0,,0.13,9.620000000000001
924,2017-07-13,77,13.0,,0.13,10.01
925,2017-07-14,69,13.0,,0.13,8.97
926,2017-07-15,86,13.0,,0.13,11.18
927,2017-07-16,100,13.0,,0.13,13.0
928,2017-07-17,85,13.0,,0.13,11.05
929,2017-07-18,84,13.0,,0.13,10.92
930,2017-07-19,77,13.0,,0.13,10.01
931,2017-07-20,89,13.0,,0.13,11.57
932,2017-07-21,86,13.0,,0.13,11.18
933,2017-07-22,76,13.0,,0.13,9.88
934,2017-07-23,72,13.0,,0.13,9.36
935,2017-07-24,75,13.0,,0.13,9.75
936,2017-07-25,86,13.0,,0.13,11.18
937,2017-07-26,75,13.0,,0.13,9.75
938,2017-07-27,71,13.0,,0.13,9.23
939,2017-07-28,89,13.0,,0.13,11.57
940,2017-07-29,73,13.0,,0.13,9.49
941,2017-07-30,69,13.0,,0.13,8.97
942,2017-07-31,82,13.0,,0.13,10.66
943,2017-08-01,91,20.0,False,0.2,18.2
944,2017-08-02,81,20.0,,0.2,16.2
945,2017-08-03,52,20.0,,0.2,10.4
946,2017-08-04,48,20.0,,0.2,9.600000000000001
947,2017-08-05,62,20.0,,0.2,12.4
948,2017-08-06,49,20.0,,0.2,9.8
949,2017-08-07,60,20.0,,0.2,12.0
950,2017-08-08,66,20.0,,0.2,13.200000000000001
951,2017-08-09,57,20.0,,0.2,11.4
952,2017-08-10,53,20.0,,0.2,10.600000000000001
953,2017-08-11,53,20.0,,0.2,10.600000000000001
954,2017-08-12,65,20.0,,0.2,13.0
955,2017-08-13,83,20.0,,0.2,16.6
956,2017-08-14,100,20.0,,0.2,20.0
957,2017-08-15,93,20.0,,0.2,18.6
958,2017-08-16,79,20.0,,0.2,15.8
959,2017-08-17,79,20.0,,0.2,15.8
960,2017-08-18,76,20.0,,0.2,15.200000000000001
961,2017-08-19,69,20.0,,0.2,13.8
962,2017-08-20,67,20.0,,0.2,13.4
963,2017-08-21,69,20.0,,0.2,13.8
964,2017-08-22,73,20.0,,0.2,14.600000000000001
965,2017-08-23,68,20.0,,0.2,13.600000000000001
966,2017-08-24,64,20.0,,0.2,12.8
967,2017-08-25,68,20.0,,0.2,13.600000000000001
968,2017-08-26,58,20.0,,0.2,11.600000000000001
969,2017-08-27,50,20.0,,0.2,10.0
970,2017-08-28,58,20.0,,0.2,11.600000000000001
971,2017-08-29,72,20.0,,0.2,14.4
972,2017-08-30,70,20.0,,0.2,14.0
973,2017-08-31,80,20.0,,0.2,16.0
974,2017-09-01,67,21.0,False,0.21,14.07
975,2017-09-02,63,21.0,,0.21,13.229999999999999
976,2017-09-03,57,21.0,,0.21,11.969999999999999
977,2017-09-04,67,21.0,,0.21,14.07
978,2017-09-05,69,21.0,,0.21,14.49
979,2017-09-06,60,21.0,,0.21,12.6
980,2017-09-07,53,21.0,,0.21,11.129999999999999
981,2017-09-08,55,21.0,,0.21,11.549999999999999
982,2017-09-09,49,21.0,,0.21,10.29
983,2017-09-10,46,21.0,,0.21,9.66
984,2017-09-11,54,21.0,,0.21,11.34
985,2017-09-12,55,21.0,,0.21,11.549999999999999
986,2017-09-13,73,21.0,,0.21,15.33
987,2017-09-14,94,21.0,,0.21,19.74
988,2017-09-15,100,21.0,,0.21,21.0
989,2017-09-16,65,21.0,,0.21,13.65
990,2017-09-17,51,21.0,,0.21,10.709999999999999
991,2017-09-18,62,21.0,,0.21,13.02
992,2017-09-19,60,21.0,,0.21,12.6
993,2017-09-20,51,21.0,,0.21,10.709999999999999
994,2017-09-21,55,21.0,,0.21,11.549999999999999
995,2017-09-22,47,21.0,,0.21,9.87
996,2017-09-23,36,21.0,,0.21,7.56
997,2017-09-24,35,21.0,,0.21,7.35
998,2017-09-25,42,21.0,,0.21,8.82
999,2017-09-26,41,21.0,,0.21,8.61
1000,2017-09-27,44,21.0,,0.21,9.24
1001,2017-09-28,43,21.0,,0.21,9.03
1002,2017-09-29,41,21.0,,0.21,8.61
1003,2017-09-30,39,21.0,,0.21,8.19
1004,2017-10-01,43,22.0,False,0.22,9.46
1005,2017-10-02,45,22.0,,0.22,9.9
1006,2017-10-03,43,22.0,,0.22,9.46
1007,2017-10-04,42,22.0,,0.22,9.24
1008,2017-10-05,45,22.0,,0.22,9.9
1009,2017-10-06,39,22.0,,0.22,8.58
1010,2017-10-07,37,22.0,,0.22,8.14
1011,2017-10-08,39,22.0,,0.22,8.58
1012,2017-10-09,52,22.0,,0.22,11.44
1013,2017-10-10,51,22.0,,0.22,11.22
1014,2017-10-11,50,22.0,,0.22,11.0
1015,2017-10-12,89,22.0,,0.22,19.580000000000002
1016,2017-10-13,100,22.0,,0.22,22.0
1017,2017-10-14,70,22.0,,0.22,15.4
1018,2017-10-15,66,22.0,,0.22,14.52
1019,2017-10-16,68,22.0,,0.22,14.96
1020,2017-10-17,65,22.0,,0.22,14.3
1021,2017-10-18,66,22.0,,0.22,14.52
1022,2017-10-19,64,22.0,,0.22,14.08
1023,2017-10-20,74,22.0,,0.22,16.28
1024,2017-10-21,88,22.0,,0.22,19.36
1025,2017-10-22,67,22.0,,0.22,14.74
1026,2017-10-23,79,22.0,,0.22,17.38
1027,2017-10-24,85,22.0,,0.22,18.7
1028,2017-10-25,75,22.0,,0.22,16.5
1029,2017-10-26,75,22.0,,0.22,16.5
1030,2017-10-27,67,22.0,,0.22,14.74
1031,2017-10-28,55,22.0,,0.22,12.1
1032,2017-10-29,59,22.0,,0.22,12.98
1033,2017-10-30,71,22.0,,0.22,15.62
1034,2017-10-31,82,22.0,,0.22,18.04
1035,2017-11-01,29,45.0,False,0.45,13.05
1036,2017-11-02,38,45.0,,0.45,17.1
1037,2017-11-03,35,45.0,,0.45,15.75
1038,2017-11-04,27,45.0,,0.45,12.15
1039,2017-11-05,27,45.0,,0.45,12.15
1040,2017-11-06,27,45.0,,0.45,12.15
1041,2017-11-07,27,45.0,,0.45,12.15
1042,2017-11-08,29,45.0,,0.45,13.05
1043,2017-11-09,27,45.0,,0.45,12.15
1044,2017-11-10,34,45.0,,0.45,15.3
1045,2017-11-11,32,45.0,,0.45,14.4
1046,2017-11-12,42,45.0,,0.45,18.900000000000002
1047,2017-11-13,36,45.0,,0.45,16.2
1048,2017-11-14,29,45.0,,0.45,13.05
1049,2017-11-15,28,45.0,,0.45,12.6
1050,2017-11-16,29,45.0,,0.45,13.05
1051,2017-11-17,33,45.0,,0.45,14.85
1052,2017-11-18,25,45.0,,0.45,11.25
1053,2017-11-19,24,45.0,,0.45,10.8
1054,2017-11-20,31,45.0,,0.45,13.950000000000001
1055,2017-11-21,33,45.0,,0.45,14.85
1056,2017-11-22,28,45.0,,0.45,12.6
1057,2017-11-23,26,45.0,,0.45,11.700000000000001
1058,2017-11-24,25,45.0,,0.45,11.25
1059,2017-11-25,28,45.0,,0.45,12.6
1060,2017-11-26,39,45.0,,0.45,17.55
1061,2017-11-27,55,45.0,,0.45,24.75
1062,2017-11-28,65,45.0,,0.45,29.25
1063,2017-11-29,100,45.0,,0.45,45.0
1064,2017-11-30,82,45.0,,0.45,36.9
1065,2017-12-01,39,100.0,False,1.0,39.0
1066,2017-12-02,30,100.0,,1.0,30.0
1067,2017-12-03,30,100.0,,1.0,30.0
1068,2017-12-04,35,100.0,,1.0,35.0
1069,2017-12-05,35,100.0,,1.0,35.0
1070,2017-12-06,49,100.0,,1.0,49.0
1071,2017-12-07,99,100.0,,1.0,99.0
1072,2017-12-08,96,100.0,,1.0,96.0
1073,2017-12-09,58,100.0,,1.0,58.0
1074,2017-12-10,58,100.0,,1.0,58.0
1075,2017-12-11,63,100.0,,1.0,63.0
1076,2017-12-12,61,100.0,,1.0,61.0
1077,2017-12-13,55,100.0,,1.0,55.0
1078,2017-12-14,50,100.0,,1.0,50.0
1079,2017-12-15,43,100.0,,1.0,43.0
1080,2017-12-16,44,100.0,,1.0,44.0
1081,2017-12-17,48,100.0,,1.0,48.0
1082,2017-12-18,48,100.0,,1.0,48.0
1083,2017-12-19,52,100.0,,1.0,52.0
1084,2017-12-20,70,100.0,,1.0,70.0
1085,2017-12-21,56,100.0,,1.0,56.0
1086,2017-12-22,100,100.0,,1.0,100.0
1087,2017-12-23,61,100.0,,1.0,61.0
1088,2017-12-24,47,100.0,,1.0,47.0
1089,2017-12-25,43,100.0,,1.0,43.0
1090,2017-12-26,41,100.0,,1.0,41.0
1091,2017-12-27,41,100.0,,1.0,41.0
1092,2017-12-28,39,100.0,,1.0,39.0
1093,2017-12-29,34,100.0,,1.0,34.0
1094,2017-12-30,35,100.0,,1.0,35.0
1095,2017-12-31,28,100.0,,1.0,28.0
1096,2018-01-01,46,56.0,False,0.56,25.76
1097,2018-01-02,56,56.0,,0.56,31.360000000000003
1098,2018-01-03,54,56.0,,0.56,30.240000000000002
1099,2018-01-04,52,56.0,,0.56,29.120000000000005
1100,2018-01-05,51,56.0,,0.56,28.560000000000002
1101,2018-01-06,47,56.0,,0.56,26.320000000000004
1102,2018-01-07,43,56.0,,0.56,24.080000000000002
1103,2018-01-08,52,56.0,,0.56,29.120000000000005
1104,2018-01-09,49,56.0,,0.56,27.44
1105,2018-01-10,50,56.0,,0.56,28.000000000000004
1106,2018-01-11,57,56.0,,0.56,31.92
